model,case,activities
Helpdesk,1962,"['assign_seriousness', 'take_in_charge_ticket', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1963,"['insert_ticket', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1964,"['assign_seriousness', 'assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1965,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1966,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1967,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1968,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1969,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1970,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1971,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1972,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1973,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1974,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1975,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1976,"['assign_seriousness', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1977,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1978,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1979,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1980,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1981,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1982,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1983,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1984,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1985,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1986,"['assign_seriousness', 'assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1987,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1988,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1989,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1990,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1991,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1992,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1993,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1994,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1995,"['assign_seriousness', 'assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1996,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1997,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1998,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,1999,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2000,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2001,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2002,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2003,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2004,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2005,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2006,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2007,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2008,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2009,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2010,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2011,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2012,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2013,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2014,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2015,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2016,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2017,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2018,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2019,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2020,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2021,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2022,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2023,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2024,"['assign_seriousness', 'assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2025,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2026,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2027,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2028,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2029,"['assign_seriousness', 'take_in_charge_ticket', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2030,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2031,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2032,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2033,"['assign_seriousness', 'assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2034,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2035,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2036,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2037,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2038,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2039,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2040,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2041,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2042,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2043,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2044,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2045,"['assign_seriousness', 'take_in_charge_ticket', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2046,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2047,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2048,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2049,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2050,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2051,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2052,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2053,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2054,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2055,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2056,"['assign_seriousness', 'assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2057,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2058,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2059,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2060,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2061,"['assign_seriousness', 'assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2062,"['assign_seriousness', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2063,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2064,"['assign_seriousness', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2065,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2066,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2067,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2068,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2069,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2070,"['assign_seriousness', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2071,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2072,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2073,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2074,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2075,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2076,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2077,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2078,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2079,"['insert_ticket', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2080,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2081,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2082,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2083,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2084,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2085,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2086,"['assign_seriousness', 'take_in_charge_ticket', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2087,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2088,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2089,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2090,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2091,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2092,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2093,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2094,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2095,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2096,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2097,"['assign_seriousness', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2098,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2099,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2100,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2101,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2102,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2103,"['assign_seriousness', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2104,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2105,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2106,"['assign_seriousness', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2107,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2108,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2109,"['assign_seriousness', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2110,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2111,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2112,"['assign_seriousness', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2113,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2114,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2115,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2116,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2117,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2118,"['assign_seriousness', 'assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2119,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2120,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2121,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2122,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2123,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2124,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2125,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2126,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2127,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2128,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2129,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2130,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2131,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2132,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2133,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2134,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2135,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2136,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2137,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2138,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2139,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2140,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2141,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2142,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2143,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_sw_anomaly', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2144,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2145,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2146,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2147,"['assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2148,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2149,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2150,"['create_sw_anomaly', 'resolve_sw_anomaly', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2151,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2152,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2153,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2154,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2155,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2156,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2157,"['assign_seriousness', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2158,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2159,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2160,"['insert_ticket', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2161,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2162,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2163,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2164,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2165,"['assign_seriousness', 'resolve_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2166,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2167,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2168,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2169,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2170,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2171,"['assign_seriousness', 'assign_seriousness', 'assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2172,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2173,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2174,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2175,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2176,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2177,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2178,"['take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2179,"['wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2180,"['assign_seriousness', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2181,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2182,"['assign_seriousness', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2183,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2184,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2185,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'wait', 'wait', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2186,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2187,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2188,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2189,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2190,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2191,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2192,"['assign_seriousness', 'take_in_charge_ticket', 'create_sw_anomaly', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2193,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2194,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2195,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2196,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2197,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2198,"['assign_seriousness', 'take_in_charge_ticket', 'wait', 'take_in_charge_ticket', 'wait', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2199,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
Helpdesk,2200,"['assign_seriousness', 'take_in_charge_ticket', 'resolve_ticket', 'closed', '<EOS>']"
